childCode	Label	parentCode	Label
!Xu (Q5508716)	Khoisan [Other] (khi) (khi, Q3361)
"Norman" Tasmanian (Q454030)	Northeastern Tasmanian (Q705806)
Southern Conchucos Ancash Quechua (qxo) (qxo, Q1295384)	Conchucos Quechua (Q2850133)
Southern Cordilleran (Q9640609)	Austronesian [Other] (map) (map, Q4922)
Southern Dagaare (dga) (dga, Q3515)	Oti–Volta (Q115717)
Southern Daly (Q1263743)	Daly (Q247807)
Southern Dong (kmc) (kmc, Q3537)	Kam–Sui (Q102364)
Southern East Cree (crj) (crj, Q1295346)	East Cree (Q28201)
Southern Eastern Sudanic (Q422112)	Eastern Sudanic languages (sdv) (sdv, Q203614)
Southern Finnic (Q12143829)	Finnic (Q3332)
Southern Ghale (ghe) (ghe, Q1295245)	Ghale (Q555525)
Southern Grebo (grj) (grj, Q391444)	Grebo (grb) (grb, Q3525)
Southern Guiyang Hmong (hmy) (hmy, Q1295355)	Guiyang Miao (Q561692)
Southern Haida (hax) (hax, Q1295354)	Haida (hai) (hai, Q3330)
Southern Jê (Q9807824)	Paraná Jê (Q9807823)
Southern Kaili-Pamona (Q3531818)	Kaili–Pamona (Q321746)
Southern Kalapuya (sxk) (sxk, Q156898)	Kalapuyan (Q156904)
Southern Kalinga (ksc) (ksc, Q1875330)	Kalinga (Q635287)
Southern Kamchadal (Q6517304)	Kamchatkan (Q260617)
Southern Katang (sct) (sct, Q6331109)	Katuic (Q5669)
Southern Kayapó (Q9809886)	Goyaz Jê (Q9807818)
Southern Kikongo (Q11670715)	Kongo (kg) (kg, Q3370)
Southern Kisi (kss) (kss, Q1102897)	Kissi (Q3569)
Southern Kiwai (kjd) (kjd, Q1173232)	Kiwaian (Q33844)
Southern Kuki-Chin (Q2549455)	Kuki-Chin (Q83241)
Southern Kurdish (sdh) (sdh, Q149659)	Kurdish (ku) (ku, Q3636)
Southern Lolopo (ysp) (ysp, Q1263398)	Lolopo (ycl) (ycl, Q5644)
Southern Luo (Q757010)	Luo (Q143735)
Southern Luri (luz) (luz, Q1295274)	Lori (Q470127)
Southern Lushootseed (slh) (slh, Q799768)	Lushootseed (lut) (lut, Q3365)
Southern Ma'di (snm) (snm, Q1563727)	Moru–Madi (Q691515)
Southern Maipuran (Q1611282)	Arawakan languages (awd) (awd, Q62675)
Southern Mande (Q10483589)	Southeastern Mande (Q597291)
Southern Masa (Q357555)	Masa (Q213609)
Southern Mashan Hmong (hma) (hma, Q1295356)	Mashan Miao (Q678307)
Southern Mindoro (Q321748)	Greater Central Philippine (Q383299)
Southern Muji (ymc) (ymc, Q5725956)	Q1122132 (Q1122132)
Southern Nambikuára (nab) (nab, Q206819)	Nambikwaran (Q1554802)
Southern Ngbandi (nbw) (nbw, Q1752263)	Ngbandi (Q3643)
Southern Nicobarese (nik) (nik, Q757019)	Nicobarese (Q21738)
Southern Nilotic (Q155241)	Nilotic (Q51340)
Southern Nisu (Q6328428)	Nisu (Q5640)
Southern Northeastern Neo-Aramaic (Q6238975)	Q2860 (Q2860)
Southern Nuni (nnw) (nnw, Q1115224)	Nuni (Q706984)
Southern Oceanic (Q303911)	Central–Eastern Oceanic (Q206843)
Southern Oghuz (Q10661221)	Oghuz (Q49460)
Southern Ohlone (css) (css, Q2555966)	Ohlone (Q261257)
Southern One (osu) (osu, Q1295378)	One (Q709352)
Southern Pame (pmz) (pmz, Q336176)	Pame (Q304299)
Southern Pastaza Quechua (qup) (qup, Q2555969)	Quechua II (Q146814)
Southern Patwin (Q337018)	Nomlaki (nol) (nol, Q129425)
Southern Ping Chinese (csp) (csp, Q8430201)	Pinghua (Q273571)
Southern Pomo (peq) (peq, Q339602)	Pomoan (Q261842)
Southern Popoloca (Q757032)	Popoloca (Q321751)
Southern Puebla Mixtec (mit) (mit, Q757034)	Northern Baja Mixtec (Q5679149)
Southern Pumi (pmj) (pmj, Q340324)	Pumi (Q1108983)
Southern Qiandong Miao (hms) (hms, Q1295356)	Hmu (Q587371)
Southern Qiang (qxs) (qxs, Q5656)	Q1571069 (Q1571069)
Southern Quechua (Q3680)	Quechua II (Q146814)
Southern Rengma Naga (nre) (nre, Q731320)	Angami–Pochuri (Q53046)
Southern Rincon Zapotec (zsr) (zsr, Q1295400)	Rincón Zapotec (zar) (zar, Q733462)
Southern Roglai (rgs) (rgs, Q1295306)	Roglai (Q735941)
Southern Romance (Q14534)	Romance [Other] (roa) (roa, Q1981)
Southern Ryukyuan (Q1839224)	Ryukyuan (Q5639)
Southern Sama (ssb) (ssb, Q347059)	Sama (Q740841)
Southern Sami (sma) (sma, Q1329)	Western Sami (Q351124)
Southern Samo (sbd) (sbd, Q3312273)	Samo (Q3632)
Southern Samoyedic (Q1173282)	Samoyedic languages (syd) (syd, Q3400)
Southern Sierra Miwok (skd) (skd, Q349233)	Sierra Miwok (Q6197596)
Southern Songhay (Q757047)	Songhai (son) (son, Q50519)
Southern Sorsoganon (srv) (srv, Q1875561)	Bisayan (Q158445)
Southern Sotho (st) (st, Q3434)	Sotho–Tswana (Q203838)
Southern Subanen (laa) (laa, Q1263530)	Subanon (Q321753)
Southern Talysh (Q4709297)	Talysh (tly) (tly, Q3431)
Southern Tanzania Highlands Bantu (Q11652166)	Northeast Bantu (Q705783)
Southern Tati (Q4709261)	Tati (Q3416)
Southern Tepehuán (Q5739585)	Tepehuán (Q3394)
Southern Thai (sou) (sou, Q5650)	Kra–Dai (Q3417)
Southern Tibetic (Q1611287)	Q164115 (Q164115)
Southern Tidung (itd) (itd, Q6321495)	Murutic (Q321749)
Southern Tidung (itd) (itd, Q6321495)	Southern Tidung (itd) (itd, Q704964)
Southern Tidung (itd) (itd, Q704964)	Coastal Dayak (Q11708822)
Southern Tiwa (tix) (tix, Q757055)	Tiwa (Q5634)
Southern Toussian (wib) (wib, Q1115898)	Tusya (Q170731)
Southern Tujia (tjs) (tjs, Q1263399)	Tujia (Q251208)
Southern Tungusic (Q10730064)	Tungus languages (tuw) (tuw, Q3423)
Southern Tutchone (tce) (tce, Q3109104)	Tutchone (Q2856)
Southern Valley Yokuts (Q1264247)	Q791230 (Q791230)
Southern Yamphu (lrr) (lrr, Q1295274)	Kiranti (Q92214)
Southern Yauyos Quechua (Q6238980)	Yauyos Quechua (qux) (qux, Q3696)
Southern Yukaghir (yux) (yux, Q5654)	Yukaghir (Q3416)
Southern Zapotec (Q6213196)	Zapotec (zap) (zap, Q1321)
Southern Zhuang (Q1295401)	Kra–Dai (Q3417)
Southern Zhuang (Q1295401)	Zhuang (za) (za, Q1321)
Southern Zulu (Q4709263)	Zulu (zu) (zu, Q1017)
Southwest Bantu (Q11654353)	Kavango – Southwest Bantu (Q637909)
Southwest Gbaya (gso) (gso, Q491932)	Gbaya (gba) (gba, Q309998)
Southwest Grassfields (Q757128)	Grassfields Bantu (Q75093)
Southwest New Britain (Q339906)	Ngero–Vitiaz (Q306442)
Southwest Palawano (plv) (plv, Q1561492)	Palawano (Q434240)
Southwest Pashai (psh) (psh, Q1611227)	Q3667 (Q3667)
Southwest Tanna (nwi) (nwi, Q350448)	Tanna (Q1264333)
Southwestern Bontok (vbk) (vbk, Q6331367)	Bontok (bnc) (bnc, Q494263)
Southwestern Brythonic (Q261285)	Brythonic (Q15687)
Southwestern Edoid (Q1263390)	Edo (Q128746)
Southwestern Fars (fay) (fay, Q522814)	Q239502 (Q239502)
Southwestern Guiyang Hmong (hmg) (hmg, Q2747854)	Guiyang Miao (Q561692)
Southwestern Huishui Hmong (hmh) (hmh, Q1295356)	Huishui Miao (Q593521)
Southwestern Iranian (Q39042)	Western Iranian (Q12985)
Southwestern Mande (Q1263390)	Western Mande (Q1611383)
Southwestern Nisu (Q6330800)	Nisu (Q5640)
Southwestern Paman (Q757143)	Paman (Q264065)
Southwestern Tai (Q1088925)	Tai [Other] (tai) (tai, Q74972)
Southwestern Tarahumara (twr) (twr, Q1295390)	Tarahumara (Q3680)
Southwestern Tepehuan (tla) (tla, Q351824)	Southern Tepehuán (Q5739585)
South–Central Bai (Q12246410)	Bai (Q3510)
Sowa (sww) (sww, Q757184)	North and Central Vanuatu (Q307030)
Sowanda (sow) (sow, Q757184)	Waris (Q1264507)
Soyaltepec Mixtec (vmq) (vmq, Q757200)	Northeastern Alta Mixtec (Q5679090)
Soyot (Q442687)	Sayan (Q440963)
Spanish (Americas) (es-019) (es-019, Q305836)	Spanish (es) (es, Q132)
Spanish (Equatorial Guinea) (es-GQ) (es-GQ, Q82056)	Spanish (es) (es, Q132)
Spanish (Western Sahara) (es-EH) (es-EH, Q584006)	Spanish (es) (es, Q132)
Spanish (es) (es, Q132)	Castilic (Q7192)
Spanish (es) (es, Q132)	West Iberian (Q137715)
Spanish Sign Language (ssp) (ssp, Q310081)	Q6185215 (Q6185215)
Spanish-based creole languages (Q265522)	Creoles and pidgins [Other] (crp) (crp, Q1968216)
Spanish-based creole languages (Q265522)	Spanish (es) (es, Q132)
Spiti Bhoti (spt) (spt, Q2208087)	Lahuli-Spiti (Q647351)
Spokane (spo) (spo, Q349370)	Q5444038 (Q5444038)
Squamish (squ) (squ, Q248457)	Coast Salish (Q175487)
Sranan Tongo (srn) (srn, Q3398)	Creoles and pidgins, English based [Other] (cpe) (cpe, Q3198)
Sranan Tongo (srn) (srn, Q3398)	Dutch-based creole languages (Q179262)
Sri Lankan Creole Malay (sci) (sci, Q108915)	Malay trade and creole languages (Q65341)
Srinagaria (Q11024540)	Garhwali (gbm) (gbm, Q3345)
St George linkage (Q3032458)	Meso-Melanesian (Q270129)
St. Lawrence Island Yupik (Q4709305)	Central Siberian Yupik (ess) (ess, Q2799)
St. Marys Bay French (Q10767554)	Q41510 (Q41510)
St. Matthias (Q648414)	Oceanic languages (Q32445)
Standard Algerian Berber (Q6105333)	Northern Berber (Q274173)
Standard Danish (Q83707)	Danish (da) (da, Q903)
Standard High German (Q27935)	High German (Q5204)
Standard Mandarin (Q72769)	Q216965 (Q216965)
Standard Moroccan Tamazight (zgh) (zgh, Q759826)	Northern Berber (Q274173)
Standard Zhuang (Q443935)	Kra–Dai (Q3417)
Stellingwerfs (stl) (stl, Q50601)	Low Saxon (nds-NL) (nds-NL, Q51613)
Stieng (Q761638)	Bahnaric (Q5630)
Stod Bhoti (sbu) (sbu, Q1562270)	Lahuli-Spiti (Q647351)
Stoney (sto) (sto, Q303357)	Dakotan (Q415412)
Straits Salish (str) (str, Q3644)	Coast Salish (Q175487)
Suabo (szp) (szp, Q763042)	Inanwatan–Duriankere (Q2537813)
Suansu (Q10536030)	Tangkhul (Q151665)
Suau (swp) (swp, Q350236)	Western Oceanic (Q270128)
Suauic (Q1264292)	Nuclear Papuan Tip (Q1263365)
Suba (sxb) (sxb, Q3391)	Great Lakes Bantu (Q559942)
Suba-Simbiti (ssc) (ssc, Q763068)	East Bantu (Q4134725)
Subanon (Q321753)	Greater Central Philippine (Q383299)
Subiya (sbs) (sbs, Q644207)	Botatwe (Q494853)
Subtiaba (sut) (sut, Q391540)	Tlapanecan (Q781071)
Sudanese Arabic (apd) (apd, Q5657)	Arabic (ar) (ar, Q1395)
Sudanese Creole Arabic (pga) (pga, Q126214)	Arabic-based creole languages (Q204094)
Sudovian (xsv) (xsv, Q3560)	West Baltic (Q14994)
Suena (sue) (sue, Q763438)	Binanderean (Q321737)
Suganga (sug) (sug, Q763470)	Ok (Q708168)
Sugut Dusun (kzs) (kzs, Q1295351)	Dusunic (Q321744)
Suki (sui) (sui, Q208998)	Gogodala–Suki (Q557742)
Suki (sui) (sui, Q208998)	Trans-New Guinea languages (ngf) (ngf, Q3401)
Suku (sub) (sub, Q1173266)	Yaka (Q804702)
Sukuma (suk) (suk, Q263814)	Sukuma-Nyamwezi (Q1503071)
Sukuma-Nyamwezi (Q1503071)	Northeast Bantu (Q705783)
Sula (szn) (szn, Q350340)	Central Maluku (Q321747)
Sula–Buru (Q763605)	Central Maluku (Q321747)
Sulod (srg) (srg, Q763648)	Bisayan (Q158445)
Suma (sqm) (sqm, Q1100843)	Gbaya (gba) (gba, Q309998)
Sumariup (siv) (siv, Q763696)	Sepik Hill (Q745192)
Sumau (six) (six, Q763702)	Rai Coast (Q728366)
Sumayela Ndebele (Q1692070)	Tekela (Q5630321)
Sumba (Q8580403)	Sumba–Hawu (Q255265)
Sumbawa (smw) (smw, Q318258)	Bali–Sasak–Sumbawa (Q339604)
Sumba–Flores (Q763704)	Central-Eastern Malayo-Polynesian (Q226988)
Sumba–Hawu (Q255265)	Sumba–Flores (Q763704)
Sumbwa (suw) (suw, Q763705)	Sukuma-Nyamwezi (Q1503071)
Sumi Naga (nsm) (nsm, Q347823)	Angami–Pochuri (Q53046)
Sunam (ssk) (ssk, Q1100221)	Sino-Tibetan [Other] (sit) (sit, Q4596)
Sundanese (su) (su, Q3400)	Greater North Borneo (Q142790)
Sundanese (su) (su, Q3400)	Malayo-Sumbawan (Q136381)
Sundanese (su) (su, Q3400)	Sundanese-Baduy (Q11471579)
Sundanese-Baduy (Q11471579)	Sundanic (Q11784165)
Sundanic (Q11784165)	Q2016217 (Q2016217)
Sundic (Q11618103)	Q2016217 (Q2016217)
Sunwar (suz) (suz, Q5654)	Kiranti (Q92214)
Suoy (syo) (syo, Q764186)	Pearic (Q307302)
Suppire–Mamara (Q444634)	Senufo (Q3379)
Supyire Senoufo (spp) (spp, Q5628)	Senufo (Q3379)
Sur (tdl) (tdl, Q391445)	Tarokoid (Q239447)
Surgujia (Q2495203)	Eastern Hindi (Q412664)
Surigaonon (sgd) (sgd, Q3414)	Bisayan (Q158445)
Surjapuri (sjp) (sjp, Q764535)	Q355475 (Q355475)
Surjapuri (sjp) (sjp, Q764535)	Q635615 (Q635615)
Surmic (Q206692)	Eastern Sudanic languages (sdv) (sdv, Q203614)
Sursurunga (sgz) (sgz, Q3651)	Western Oceanic (Q270128)
Suruahá (swx) (swx, Q311440)	Arauan languages (auf) (auf, Q62677)
Surubu (sde) (sde, Q391333)	East Kainji (Q532868)
Suruí (sru) (sru, Q764699)	Monde (Q321748)
Suruí Do Pará (mdz) (mdz, Q1032214)	Akwáwa (Q350748)
Suruí Do Pará (mdz) (mdz, Q1032214)	Kagwahiva (Q634671)
Susquehannock (sqn) (sqn, Q350573)	Iroquoian languages (iro) (iro, Q3362)
Susu (sus) (sus, Q3399)	Mande languages (dmn) (dmn, Q3368)
Susuami (ssu) (ssu, Q764975)	Angan (Q321736)
Sutaio (Q1714295)	Cheyenne (Q1713787)
Suundi (sdj) (sdj, Q765040)	Northern Kikongo (Q11670721)
Suyá (suy) (suy, Q350585)	Jê (Q148359)
Svan (sva) (sva, Q3406)	South Caucasian languages (ccs) (ccs, Q3403)
Swabian (swg) (swg, Q32727)	Swiss German (gsw) (gsw, Q13133)
Swahili (sw) (sw, Q319753)	Swahili (sw) (sw, Q783)
Swahili (sw) (sw, Q783)	Bantu [Other] (bnt) (bnt, Q3314)
Swahili (sw) (sw, Q783)	Sabaki (Q220939)
Swampy Cree (csw) (csw, Q5669)	Cree (cr) (cr, Q3339)
Swati (ss) (ss, Q3401)	Nguni (Q96155)
Swedish (Estonia) (sv-EE) (sv-EE, Q137019)	Swedish (sv) (sv, Q902)
Swedish (Finland) (sv-FI) (sv-FI, Q146109)	Swedish (sv) (sv, Q902)
Swedish (Region Subdivision: null) (sv-u-sd-sew) (sv-u-sd-sew, Q3304)	East Scandinavian (Q309026)
Swedish (sv) (sv, Q902)	East Scandinavian (Q309026)
Swedish Sign Language (swl) (swl, Q3655)	Q765484 (Q765484)
Swedish language family (Q1264622)	East Scandinavian (Q309026)
Swiss German (France) (gsw-FR) (gsw-FR, Q878)	Q50372 (Q50372)
Swiss German (France) (gsw-FR) (gsw-FR, Q878)	Swiss German (gsw) (gsw, Q13133)
Swiss German (gsw) (gsw, Q13133)	Q26352 (Q26352)
Swiss High German (de-CH) (de-CH, Q136664)	German (de) (de, Q18)
Swiss-Italian Sign Language (slf) (slf, Q1295347)	Italian Sign Language (ise) (ise, Q37561)
Swo (sox) (sox, Q3660)	Makaa-Njem (Q160389)
Syenara Senoufo (shz) (shz, Q3631)	Senufo (Q3379)
Sylheti (Bangla) (syl-Beng) (syl-Beng, Q10754971)	Sylheti (syl) (syl, Q204456)
Sylheti (Devanagari) (syl-Deva) (syl-Deva, Q12384848)	Sylheti (syl) (syl, Q204456)
Sylheti (Latin) (syl-Latn) (syl-Latn, Q12014238)	Sylheti (syl) (syl, Q204456)
Sylheti (syl) (syl, Q204456)	Bengali–Assamese (Q417913)
Syriac (syr) (syr, Q3323)	Eastern Aramaic (Q341032)
Sáliba (slc) (slc, Q344109)	Piaroa–Saliban (Q26903)
Sãotomense (cri) (cri, Q3653)	Creoles and pidgins, Portuguese-based [Other] (cpp) (cpp, Q1450710)
Sô (sss) (sss, Q308203)	Katuic (Q5669)
Sörsörian (Q1693555)	Central Vanuatu (Q506198)
T'apo (lgn) (lgn, Q335433)	Koman (Q178108)
T'en (tct) (tct, Q344233)	Kam–Sui (Q102364)
Ta'izzi-Adeni Arabic (acq) (acq, Q5657)	Yemeni Arabic (Q168676)
Ta-Arawakan (Q767273)	Arawakan languages (awd) (awd, Q62675)
Taabwa (tap) (tap, Q767365)	Mambwe-Lungu (mgr) (mgr, Q62621)
Taabwa (tap) (tap, Q767365)	Sabi (Q739607)
Tabaa Zapotec (zat) (zat, Q767284)	Villalta Zapotec (Q6213059)
Tabar (Q1264322)	Meso-Melanesian (Q270129)
Tabaru (tby) (tby, Q1173267)	North Halmahera (Q321735)
Tabasco Chontal (chf) (chf, Q3517)	Chʼolan–Tseltalan (Q506588)
Tabasco Nahuatl (nhc) (nhc, Q604732)	Nahuatl (nah) (nah, Q1330)
Tabasco Zoque (zoq) (zoq, Q32332)	Q166139 (Q166139)
Tabasco Zoque (zoq) (zoq, Q32332)	Zoque (Q1321)
Tabassaran (tab) (tab, Q3407)	Samur (Q1522915)
Tabatinga Mayoruna (Q1690960)	Panoan (Q154453)
Tabla (tnm) (tnm, Q767310)	Sentani (Q1704458)
Tabriak (tzx) (tzx, Q5687)	Ramu–Lower Sepik (Q321747)
Tacahua Mixtec (xtt) (xtt, Q767366)	Atatláhuca–San Miguel Mixtec (Q1295372)
Tacana (tna) (tna, Q318255)	Tacanan (Q311376)
Tacanan (Q311376)	Pano-Tacanan (Q247574)
Tachawit (Latin) (shy-Latn) (shy-Latn, Q6436300)	Tachawit (shy) (shy, Q3327)
Tachawit (shy) (shy, Q3327)	Zenati (Q229395)
Tachelhit (Latin) (shi-Latn) (shi-Latn, Q6436300)	Tachelhit (shi) (shi, Q3415)
Tachelhit (Tifinagh) (shi-Tfng) (shi-Tfng, Q6436300)	Tachelhit (shi) (shi, Q3415)
Tachelhit (shi) (shi, Q3415)	Atlas (Q312302)
Tachi Yokuts (Q351359)	Southern Valley Yokuts (Q1264247)
Tadaksahak (dsq) (dsq, Q3656)	Northern Songhay (Q1712504)
Tado (klw) (klw, Q1839005)	Q634796 (Q634796)
Tadyawan (tdy) (tdy, Q767470)	Northern Mindoro (Q705875)
Tae' (rob) (rob, Q1247347)	South Sulawesi (Q277819)
Taeme (Q6504611)	Pahoturi (Q1704914)
Tafi (tcd) (tcd, Q3654)	Nyangbo-Tafi (Q707088)
Tagakaulo (klg) (klg, Q1875651)	Q635009 (Q635009)
Tagal Murut (mvv) (mvv, Q767530)	Austronesian [Other] (map) (map, Q4922)
Tagalaka (tgz) (tgz, Q1690549)	Paman (Q264065)
Tagalogic (Q12445747)	Central Philippine (Q311965)
Tagargrent (oua) (oua, Q5658)	Mzab-Wargla (Q1115676)
Tagbanwa (tbw) (tbw, Q391547)	Palawanic (Q712693)
Tagbu (tbm) (tbm, Q767518)	Sere (Q745305)
Tagdal (tda) (tda, Q3657)	Northern Songhay (Q1712504)
Tagin (tgj) (tgj, Q4669863)	Bangni-Tagin (Q1683773)
Tagin (tgj) (tgj, Q4669863)	Nyishi (njz) (njz, Q1295296)
Tagish (tgx) (tgx, Q2806)	Northern Athabaskan (Q2073)
Tagoi (tag) (tag, Q3653)	Rashad (Q340198)
Tagu (Q4876952)	Taloid (Q4880401)
Tagwana Senoufo (tgw) (tgw, Q3651)	Tagwana–Djimini (Q767536)
Tagwana–Djimini (Q767536)	Senufo (Q3379)
Tahaggart Tamahaq (thv) (thv, Q5670)	Tamashek (tmh) (tmh, Q3406)
Tahitian (ty) (ty, Q3412)	Tahitic (Q3893)
Tahitic (Q3893)	Q2057215 (Q2057215)
Tahltan (tht) (tht, Q3012)	Northern Athabaskan (Q2073)
Tai Daeng (tyr) (tyr, Q391520)	Southwestern Tai (Q1088925)
Tai Dam (blt) (blt, Q5640)	Southwestern Tai (Q1088925)
Tai Do (tyj) (tyj, Q767574)	Northern Tai (Q705901)
Tai Loi (tlq) (tlq, Q767578)	Palaungic (Q239117)
Tai Long (thi) (thi, Q1301863)	Southwestern Tai (Q1088925)
Tai Meuay (Q10731324)	Southwestern Tai (Q1088925)
Tai Nüa (tdd) (tdd, Q3655)	Southwestern Tai (Q1088925)
Tai Pao (tpo) (tpo, Q767579)	Southwestern Tai (Q1088925)
Tai [Other] (tai) (tai, Q74972)	Kam–Tai (Q492193)
Tai-Sek (Q1611416)	Kam–Tai (Q492193)
Taikat (aos) (aos, Q767601)	Border (Q175215)
Taikat-Awyi (Q1264326)	Border (Q175215)
Tainae (ago) (ago, Q767618)	Papuan [Other] (paa) (paa, Q23642)
Taino (tnq) (tnq, Q523295)	Ta-Arawakan (Q767273)
Tairaha (bxa) (bxa, Q289206)	Malaita-Makira (Q321747)
Tairora (Q767637)	Kainantu (Q1547859)
Taita (dav) (dav, Q238727)	Kilimanjaro-Taita (Q11652058)
Taita Cushitic (Q1702333)	South Cushitic (Q5652)
Taivoan (tvx) (tvx, Q197527)	East Formosan (Q71667)
Taiwanese Hokkien (Q3677)	Q162423 (Q162423)
Taiwanese Mandarin (Q438082)	Mandarin Chinese (Taiwan) (cmn-TW) (cmn-TW, Q26282)
Taiyuan dialect (Q1094106)	Jinyu Chinese (cjy) (cjy, Q5647)
Taje (pee) (pee, Q1295390)	Tomini–Tolitoli (Q321754)
Tajik (Arabic) (tg-Arab) (tg-Arab, Q8421660)	Tajik (tg) (tg, Q926)
Tajik (Cyrillic) (tg-Cyrl) (tg-Cyrl, Q6436300)	Tajik (tg) (tg, Q926)
Tajik (Latin) (tg-Latn) (tg-Latn, Q6436300)	Tajik (tg) (tg, Q926)
Tajik (tg) (tg, Q926)	Persian (fa) (fa, Q916)
Tajik (tg) (tg, Q926)	Q2081320 (Q2081320)
Tajiki Arabic (abh) (abh, Q5683)	Arabic (Central Asia) (ar-143) (ar-143, Q5094844)
Tajio (tdj) (tdj, Q767687)	Tomini–Tolitoli (Q321754)
Takelma (tkm) (tkm, Q5671)	Penutian (Q11548)
Takestani (tks) (tks, Q2526194)	Southern Tati (Q4709261)
Takia (tbc) (tbc, Q351433)	Western Oceanic (Q270128)
Takic (Q128030)	Northern Uto-Aztecan (Q321754)
Takunyapé (Q767859)	Tupi–Guarani (Q14861)
Takuu (nho) (nho, Q340981)	Nuclear Polynesian (Q74385)
Takwane (tke) (tke, Q1103009)	Makua (Q674043)
Tala (tak) (tak, Q391449)	South Bauchi (Q2058609)
Talamanca (Q767885)	Q5972964 (Q597296)
Taliabu (tlv) (tlv, Q351449)	Central Maluku (Q321747)
Talieng (tdf) (tdf, Q1301852)	Bahnaric (Q5630)
Talinga-Bwisi (tlj) (tlj, Q767953)	Great Lakes Bantu (Q559942)
Talise (tlr) (tlr, Q351451)	Gela-Guadalcanal (Q203571)
Talodi (Q1264330)	Kordofanian languages (kdo) (kdo, Q113934)
Talodi (tlo) (tlo, Q3652)	Talodi (Q1264330)
Talodi–Heiban (Q152114)	Atlantic-Congo languages (alv) (alv, Q77112)
Taloid (Q4880401)	Lisoish (Q655905)
Taloki (tlk) (tlk, Q351456)	Bungku–Tolaki (Q321738)
Talondo' (tln) (tln, Q768029)	South Sulawesi (Q277819)
Talu (yta) (yta, Q4876953)	Lisoish (Q655905)
Talysh (Cyrillic) (tly-Cyrl) (tly-Cyrl, Q10752655)	Talysh (tly) (tly, Q3431)
Talysh (tly) (tly, Q3431)	Northwestern Iranian (Q39057)
Tama (Q768051)	Sepik (Q350877)
Tama [Chad] (tma) (tma, Q5700)	Taman (Q340887)
Tama [Colombia] (ten) (ten, Q383296)	Tucanoan (Q78814)
Taman [Myanmar] (tcl) (tcl, Q1561651)	Sino-Tibetan [Other] (sit) (sit, Q4596)
Tamanaku (tmz) (tmz, Q344143)	Q5173 (Q5173)
Tamangic (Q330943)	Ghale-Tamangic (Q239115)
Tamanic (Q276158)	South Sulawesi (Q277819)
Tamashek (tmh) (tmh, Q3406)	Berber [Other] (ber) (ber, Q2544)
Tamashek (tmh) (tmh, Q5639)	Tamashek (tmh) (tmh, Q3406)
Tamasheq (taq) (taq, Q467006)	Tamashek (tmh) (tmh, Q3406)
Tamazola Mixtec (vmx) (vmx, Q1295373)	Estetla Mixtec (Q540107)
Tambas (tdk) (tdk, Q344039)	Afro-Asiatic [Other] (afa) (afa, Q2526)
Tambora (xxt) (xxt, Q3671)	West Papuan (Q136302)
Tambotalo (tls) (tls, Q768106)	North and Central Vanuatu (Q307030)
Tami (tmy) (tmy, Q351481)	Western Oceanic (Q270128)
Tamil (ta) (ta, Q588)	Tamil languages (Q768141)
Tamil languages (Q768141)	Tamil-Malayalam (Q1069050)
Tamil-Kodagu (Q2549451)	Tamil–Kannada (Q647850)
Tamil-Malayalam (Q1069050)	Tamil–Kannada (Q647850)
Tamil–Kannada (Q647850)	South Dravidian (Q1611284)
Tamki (tax) (tax, Q344908)	East Chadic (Q227622)
Tamnim Citak (tml) (tml, Q1264331)	Q480742 (Q480742)
Tamolan (Q768163)	Ramu (Q344280)
Tampias Lobu (low) (low, Q1295367)	Paitanic (Q321750)
Tampuan (tpu) (tpu, Q351488)	Bahnaric (Q5630)
Tamyen (Q1566205)	Ohlone (Q261257)
Tanacross (tcb) (tcb, Q2826)	Tanana (Q768228)
Tanaina (tfn) (tfn, Q2778)	Northern Athabaskan (Q2073)
Tanana (Q768228)	Northern Athabaskan (Q2073)
Tanapag (tpv) (tpv, Q339737)	Chuukic (Q784764)
Tandaganon (tgn) (tgn, Q6331176)	Bisayan (Q158445)
Tandia (tni) (tni, Q768245)	South Halmahera–West New Guinea (Q252661)
Tandrange (Q5563467)	Greater Magaric (Q5561296)
Tandroy-Mahafaly Malagasy (tdx) (tdx, Q285259)	Malagasy (mg) (mg, Q793)
Tanema (tnx) (tnx, Q210698)	Utupua-Vanikoro (Q321754)
Tangale (tan) (tan, Q52992)	Tangalic (Q1264331)
Tangalic (Q1264331)	Bole–Tangale (Q351476)
Tangchangya (tnv) (tnv, Q768236)	Indic [Other] (inc) (inc, Q3357)
Tanggu (tgu) (tgu, Q768293)	Ataitan (Q481265)
Tangkhul (Q151665)	Q8580514 (Q8580514)
Tangkhul Naga [Myanmar] (ntx) (ntx, Q756053)	Tangkhul (Q151665)
Tangkic (Q182306)	Macro-Pama–Nyungan (Q94566)
Tangko (tkx) (tkx, Q768299)	Ok (Q708168)
Tanglang (ytl) (ytl, Q778669)	Lisoish (Q655905)
Tanglapui (Q768299)	Alor–Pantar (Q350242)
Tangoa (tgp) (tgp, Q241027)	North and Central Vanuatu (Q307030)
Tanguat (tbs) (tbs, Q768316)	Ataitan (Q481265)
Tangut (txg) (txg, Q272793)	Qiangic (Q163676)
Tangwang (Q768317)	Sinitic (Q3385)
Tani (Q321753)	Tibeto-Burman languages (tbq) (tbq, Q3406)
Tanimbili (tbe) (tbe, Q351518)	Utupua-Vanikoro (Q321754)
Tanimuca-Retuarã (tnc) (tnc, Q3653)	Eastern Tucanoan (Q597295)
